,title,totalRatingCount,authors,image_url,small_image_url
397,Open House,100,Elizabeth Berg,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
398,"Outcast of Redwall (Redwall, #8)",92,Brian Jacques,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
399,Pale Fire,100,Vladimir Nabokov,https://images.gr-assets.com/books/1388155863m/7805.jpg,https://images.gr-assets.com/books/1388155863s/7805.jpg
400,Papillon,95,Henri Charrière,https://images.gr-assets.com/books/1327865561m/6882.jpg,https://images.gr-assets.com/books/1327865561s/6882.jpg
401,Paradise,100,Toni Morrison,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg
402,"Pardonable Lies (Maisie Dobbs, #3)",95,Jacqueline Winspear,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
403,Paris to the Moon,96,Adam Gopnik,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
404,"Path of the Assassin (Scot Harvath, #2)",99,Brad Thor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
405,"Pearls of Lutra (Redwall, #9)",100,Brian Jacques,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
406,Perfume: The Story of a Murderer,100,"Patrick Süskind, John E. Woods",https://images.gr-assets.com/books/1409112276m/343.jpg,https://images.gr-assets.com/books/1409112276s/343.jpg
407,"Persepolis 2: The Story of a Return (Persepolis, #2)",87,"Marjane Satrapi, Anjali Singh",https://images.gr-assets.com/books/1327865598m/9517.jpg,https://images.gr-assets.com/books/1327865598s/9517.jpg
408,"Persepolis, Volume 1",90,Marjane Satrapi,https://images.gr-assets.com/books/1375777630m/9522.jpg,https://images.gr-assets.com/books/1375777630s/9522.jpg
409,"Persepolis: The Story of a Childhood (Persepolis, #1)",99,"Marjane Satrapi, Mattias Ripa",https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg
410,Persuasion,100,"Jane Austen, James Kinsley, Deidre Shauna Lynch",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
411,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",70,"Dave Barry, Ridley Pearson, Greg Call",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
412,Phenomenology of Spirit,99,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",https://images.gr-assets.com/books/1425522818m/9454.jpg,https://images.gr-assets.com/books/1425522818s/9454.jpg
413,Play It as It Lays,100,"Joan Didion, David Thomson",https://images.gr-assets.com/books/1327935636m/428.jpg,https://images.gr-assets.com/books/1327935636s/428.jpg
414,Player Piano,95,Kurt Vonnegut Jr.,https://images.gr-assets.com/books/1488041609m/9597.jpg,https://images.gr-assets.com/books/1488041609s/9597.jpg
415,"Plum Lovin' (Stephanie Plum, #12.5)",100,Janet Evanovich,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
416,"Point of Origin (Kay Scarpetta, #9)",99,Patricia Cornwell,https://images.gr-assets.com/books/1399629118m/6531.jpg,https://images.gr-assets.com/books/1399629118s/6531.jpg
417,Pompeii,100,Robert   Harris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
418,Portrait of a Killer: Jack the Ripper - Case Closed,100,Patricia Cornwell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
419,"Postmortem (Kay Scarpetta, #1)",100,Patricia Cornwell,https://images.gr-assets.com/books/1341835831m/6534.jpg,https://images.gr-assets.com/books/1341835831s/6534.jpg
420,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",99,Eckhart Tolle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
421,"Predator (Kay Scarpetta, #14)",98,Patricia Cornwell,https://images.gr-assets.com/books/1310552145m/6528.jpg,https://images.gr-assets.com/books/1310552145s/6528.jpg
422,Prep,93,Curtis Sittenfeld,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
423,Pride and Prejudice,100,Jane Austen,https://images.gr-assets.com/books/1320399351m/1885.jpg,https://images.gr-assets.com/books/1320399351s/1885.jpg
424,Prophet,99,Frank E. Peretti,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425,Pygmalion,99,George Bernard Shaw,https://images.gr-assets.com/books/1453757285m/7714.jpg,https://images.gr-assets.com/books/1453757285s/7714.jpg
426,Pygmalion & My Fair Lady,100,"George Bernard Shaw, Alan Jay Lerner",https://images.gr-assets.com/books/1327891970m/7707.jpg,https://images.gr-assets.com/books/1327891970s/7707.jpg
427,QED: The Strange Theory of Light and Matter,98,Richard Feynman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
428,"Quicksilver (The Baroque Cycle, #1)",100,Neal Stephenson,https://images.gr-assets.com/books/1377095669m/823.jpg,https://images.gr-assets.com/books/1377095669s/823.jpg
429,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,92,Rachael Ray,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
430,"Rachel's Holiday (Walsh Family, #2)",77,Marian Keyes,https://images.gr-assets.com/books/1407709261m/9301.jpg,https://images.gr-assets.com/books/1407709261s/9301.jpg
431,"Rainbow Six (Jack Ryan Universe, #10)",99,Tom Clancy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
432,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",100,J.D. Salinger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
433,Reading Lolita in Tehran,98,Azar Nafisi,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg
434,"Red Prophet (Tales of Alvin Maker, #2)",100,Orson Scott Card,https://images.gr-assets.com/books/1379147136m/7968.jpg,https://images.gr-assets.com/books/1379147136s/7968.jpg
435,"Redwall (Redwall, #1)",100,Brian Jacques,https://images.gr-assets.com/books/1327877368m/7996.jpg,https://images.gr-assets.com/books/1327877368s/7996.jpg
436,"Regeneration (Regeneration, #1)",100,Pat Barker,https://images.gr-assets.com/books/1365925619m/5872.jpg,https://images.gr-assets.com/books/1365925619s/5872.jpg
437,Reservation Blues,97,Sherman Alexie,https://images.gr-assets.com/books/1398195783m/6159.jpg,https://images.gr-assets.com/books/1398195783s/6159.jpg
438,Revolting Rhymes,99,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
439,Rising Sun,99,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
440,Robinson Crusoe,100,"Daniel Defoe, Gerald McCann, Virginia Woolf",https://images.gr-assets.com/books/1403180114m/2932.jpg,https://images.gr-assets.com/books/1403180114s/2932.jpg
441,Rose Daughter,99,Robin McKinley,https://images.gr-assets.com/books/1398552029m/8089.jpg,https://images.gr-assets.com/books/1398552029s/8089.jpg
442,"Runaways, Vol. 1: Pride and Joy (Runaways, #1)",100,"Brian K. Vaughan, Adrian Alphona",https://images.gr-assets.com/books/1264516899m/7389.jpg,https://images.gr-assets.com/books/1264516899s/7389.jpg
443,Sailing Alone Around the Room: New and Selected Poems,100,Billy Collins,https://images.gr-assets.com/books/1403183272m/676.jpg,https://images.gr-assets.com/books/1403183272s/676.jpg
444,"Salamandastron (Redwall, #5)",100,"Brian Jacques, Gary Chalk",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
445,Salt: A World History,100,Mark Kurlansky,https://images.gr-assets.com/books/1414608893m/2715.jpg,https://images.gr-assets.com/books/1414608893s/2715.jpg
446,Saturday,100,Ian McEwan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
447,Saving Fish from Drowning,97,Amy Tan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
448,Selected Stories,100,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",https://images.gr-assets.com/books/1491936310m/5693.jpg,https://images.gr-assets.com/books/1491936310s/5693.jpg
449,Sentimental Education,100,"Gustave Flaubert, Robert Baldick, Geoffrey Wall",https://images.gr-assets.com/books/1327788473m/2183.jpg,https://images.gr-assets.com/books/1327788473s/2183.jpg
450,"Seven Up (Stephanie Plum, #7)",100,Janet Evanovich,https://images.gr-assets.com/books/1311720512m/6424.jpg,https://images.gr-assets.com/books/1311720512s/6424.jpg
451,Sex and the City,100,Candace Bushnell,https://images.gr-assets.com/books/1344270731m/7455.jpg,https://images.gr-assets.com/books/1344270731s/7455.jpg
452,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",100,Chuck Klosterman,https://images.gr-assets.com/books/1380742001m/599.jpg,https://images.gr-assets.com/books/1380742001s/599.jpg
453,Shadow Divers,80,Robert Kurson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
454,"Shadow of the Giant (Ender's Shadow, #4)",100,Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
455,"Shadow of the Hegemon (Ender's Shadow, #2)",57,Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
456,Shadows of the Empire (Star Wars),98,Steve Perry,https://images.gr-assets.com/books/1361481442m/9549.jpg,https://images.gr-assets.com/books/1361481442s/9549.jpg
457,Shalimar the Clown,100,Salman Rushdie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
458,She's Come Undone,100,Wally Lamb,https://images.gr-assets.com/books/1408313457m/5203.jpg,https://images.gr-assets.com/books/1408313457s/5203.jpg
459,"Sherlock Holmes: The Complete Novels and Stories, Volume I",100,Arthur Conan Doyle,https://images.gr-assets.com/books/1320490450m/3581.jpg,https://images.gr-assets.com/books/1320490450s/3581.jpg
460,"Shopaholic & Baby (Shopaholic, #5)",89,Sophie Kinsella,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
461,"Shopaholic Takes Manhattan (Shopaholic, #2)",58,Sophie Kinsella,https://images.gr-assets.com/books/1266449959m/9418.jpg,https://images.gr-assets.com/books/1266449959s/9418.jpg
462,"Shopaholic Ties the Knot (Shopaholic, #3)",89,Sophie Kinsella,https://images.gr-assets.com/books/1371383294m/9419.jpg,https://images.gr-assets.com/books/1371383294s/9419.jpg
463,"Shopaholic and Sister (Shopaholic, #4)",98,Sophie Kinsella,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
464,Sickened: The Memoir of a Munchausen by Proxy Childhood,100,Julie Gregory,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
465,Sir Gawain and the Green Knight ,100,"Unknown, Burton Raffel, Neil D. Isaacs",https://images.gr-assets.com/books/1309282183m/3049.jpg,https://images.gr-assets.com/books/1309282183s/3049.jpg
466,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,100,Richard Feynman,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
467,Skinny Legs and All,100,Tom Robbins,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
468,Skipping Christmas,100,John Grisham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
469,"Slapstick, or Lonesome No More!",93,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
470,Slaughterhouse-Five,99,Kurt Vonnegut Jr.,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg
471,Slouching Towards Bethlehem,100,Joan Didion,https://images.gr-assets.com/books/1327952074m/424.jpg,https://images.gr-assets.com/books/1327952074s/424.jpg
472,Snow Crash,100,Neal Stephenson,https://images.gr-assets.com/books/1477624625m/830.jpg,https://images.gr-assets.com/books/1477624625s/830.jpg
473,Snow Flower and the Secret Fan,100,Lisa See,https://images.gr-assets.com/books/1327880508m/1103.jpg,https://images.gr-assets.com/books/1327880508s/1103.jpg
474,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",98,Douglas Adams,https://images.gr-assets.com/books/1369563116m/8698.jpg,https://images.gr-assets.com/books/1369563116s/8698.jpg
475,"Song of Susannah (The Dark Tower, #6)",98,"Stephen King, Darrel Anderson",https://images.gr-assets.com/books/1372296326m/5093.jpg,https://images.gr-assets.com/books/1372296326s/5093.jpg
476,Songbook,100,Nick Hornby,https://images.gr-assets.com/books/1417984618m/4261.jpg,https://images.gr-assets.com/books/1417984618s/4261.jpg
477,Songs in Ordinary Time,100,Mary McGarry Morris,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
478,"Sons of Destiny (Cirque Du Freak, #12)",61,Darren Shan,https://images.gr-assets.com/books/1344270002m/8948.jpg,https://images.gr-assets.com/books/1344270002s/8948.jpg
479,"Speaker for the Dead (Ender's Saga, #2)",89,Orson Scott Card,https://images.gr-assets.com/books/1295660894m/7967.jpg,https://images.gr-assets.com/books/1295660894s/7967.jpg
480,Special Topics in Calamity Physics,95,Marisha Pessl,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
481,Sputnik Sweetheart,100,"Haruki Murakami, Philip Gabriel",https://images.gr-assets.com/books/1486764070m/9557.jpg,https://images.gr-assets.com/books/1486764070s/9557.jpg
482,Still Life with Woodpecker,99,Tom Robbins,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg
483,Stranger in a Strange Land,100,Robert A. Heinlein,https://images.gr-assets.com/books/1156897088m/350.jpg,https://images.gr-assets.com/books/1156897088s/350.jpg
484,Stranger than Fiction,100,Chuck Palahniuk,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
485,Suffer the Children,76,John Saul,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
486,Sunshine,93,Robin McKinley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
487,Superman: Birthright,95,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",https://images.gr-assets.com/books/1343584198m/8172.jpg,https://images.gr-assets.com/books/1343584198s/8172.jpg
488,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",100,Richard Feynman,https://images.gr-assets.com/books/1348445281m/5544.jpg,https://images.gr-assets.com/books/1348445281s/5544.jpg
489,Survival in Auschwitz,100,"Primo Levi, Stuart J. Woolf, Philip Roth",https://images.gr-assets.com/books/1414374949m/6174.jpg,https://images.gr-assets.com/books/1414374949s/6174.jpg
490,Suzanne's Diary for Nicholas,89,James Patterson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
491,Tara Road,100,Maeve Binchy,https://images.gr-assets.com/books/1403194637m/5196.jpg,https://images.gr-assets.com/books/1403194637s/5196.jpg
492,"Teacher Man (Frank McCourt, #3)",100,Frank McCourt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
493,Team of Rivals: The Political Genius of Abraham Lincoln,100,"Doris Kearns Goodwin, Suzanne Toren",https://images.gr-assets.com/books/1347278868m/2199.jpg,https://images.gr-assets.com/books/1347278868s/2199.jpg
494,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",96,Alexander McCall Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
495,Ten Apples Up On Top!,100,"Theo LeSieg, Roy McKie",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
496,The 158-Pound Marriage,100,John Irving,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
497,The 48 Laws of Power,100,"Robert Greene, Joost Elffers",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
498,The Adventures of Huckleberry Finn,100,"Mark Twain, John Seelye, Guy Cardwell",https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg
499,The Adventures of Sherlock Holmes,100,Arthur Conan Doyle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
500,The Alchemist,100,"Paulo Coelho, Alan R. Clarke",https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg
501,The Aleph and Other Stories ,100,"Jorge Luis Borges, Andrew Hurley",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
502,The Amazing Adventures of Kavalier & Clay,100,Michael Chabon,https://images.gr-assets.com/books/1479660066m/3985.jpg,https://images.gr-assets.com/books/1479660066s/3985.jpg
503,The Amber Room,100,Steve Berry,https://images.gr-assets.com/books/1329497506m/5369.jpg,https://images.gr-assets.com/books/1329497506s/5369.jpg
504,The America's Test Kitchen Family Cookbook,100,"America's Test Kitchen, Carl Tremblay, Daniel J. Van Ackere",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
505,The Android's Dream,100,John Scalzi,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
506,The Andromeda Strain,99,Michael Crichton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
507,The Atonement Child,89,Francine Rivers,https://images.gr-assets.com/books/1406513472m/9943.jpg,https://images.gr-assets.com/books/1406513472s/9943.jpg
508,The Audacity of Hope: Thoughts on Reclaiming the American Dream,86,Barack Obama,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
509,The Autograph Man,100,Zadie Smith,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
510,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,100,David Bach,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
511,The BFG,100,"Roald Dahl, Quentin Blake",https://images.gr-assets.com/books/1327872673m/6319.jpg,https://images.gr-assets.com/books/1327872673s/6319.jpg
512,The Barefoot Contessa Cookbook,100,"Ina Garten, Melanie Acevedo",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
513,The Baron in the Trees,87,"Italo Calvino, Archibald Colquhoun",https://images.gr-assets.com/books/1344432724m/9804.jpg,https://images.gr-assets.com/books/1344432724s/9804.jpg
514,The Beach House,100,"James Patterson, Peter de Jonge",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
515,The Beautiful and Damned,100,F. Scott Fitzgerald,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
516,The Bell Jar,100,Sylvia Plath,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg
517,"The Bellmaker (Redwall, #7)",99,Brian Jacques,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
518,"The Big Bad Wolf  (Alex Cross, #9)",98,James Patterson,https://images.gr-assets.com/books/1388328154m/6588.jpg,https://images.gr-assets.com/books/1388328154s/6588.jpg
519,"The Big Over Easy (Nursery Crime, #1)",100,Jasper Fforde,https://images.gr-assets.com/books/1432412758m/6628.jpg,https://images.gr-assets.com/books/1432412758s/6628.jpg
520,"The Big Sleep (Philip Marlowe, #1)",100,Raymond Chandler,https://images.gr-assets.com/books/1371584712m/2052.jpg,https://images.gr-assets.com/books/1371584712s/2052.jpg
521,The Blank Slate: The Modern Denial of Human Nature,100,Steven Pinker,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
522,"The Body Farm (Kay Scarpetta, #5)",100,Patricia Cornwell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
523,"The Bone Collector (Lincoln Rhyme, #1)",100,Jeffery Deaver,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
524,The Bonfire of the Vanities,99,Tom Wolfe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
525,The Book of Ruth,100,Jane Hamilton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
526,The Bookseller of Kabul,74,"Åsne Seierstad, Ingrid Christopherson",https://images.gr-assets.com/books/1388611939m/9838.jpg,https://images.gr-assets.com/books/1388611939s/9838.jpg
527,"The Bourne Identity (Jason Bourne, #1)",91,Robert Ludlum,https://images.gr-assets.com/books/1335860740m/7869.jpg,https://images.gr-assets.com/books/1335860740s/7869.jpg
